"",gene_symbol,GSM2715271,GSM2715272,GSM2715273,GSM2715274,GSM2715275,GSM2715276,GSM2715277,GSM2715278,GSM2715279
ENSG00000108179,PPIF,3.0542,1.0215,4.9709,0,4.926,0,44.7918,17.8673,7.8645
ENSG00000108187,PBLD,0.9535,0,20.8057,0,0.9855,1.992,0,2.9834,0
ENSG00000108219,TSPAN14,2.1354,6.9916,6.1732,1.0849,4.895,2.2316,23.8723,10.7959,5.8559
ENSG00000108231,LGI1,0,1.002,0,0,0,0,0,0,0
ENSG00000108239,TBC1D12,0,0,0.9858,0,0.9835,0,1.9587,1.9545,2.899
ENSG00000108242,CYP2C18,0,0,45.025,0,0,0,0,0,5.1305
ENSG00000108244,KRT23,0,0.5019,7.9634,0,0,0,3.9584,0.4986,6.4112
ENSG00000108255,CRYBA1,0,0,0,0,0,0,0,0,0
ENSG00000108256,NUFIP2,4.1835,0,5.9034,1.0355,0.9663,1.0305,21.5925,3.8962,2.8829
ENSG00000108262,GIT1,0.9599,0,2.9638,0,1.0303,0,2.9343,6.0255,1.9525
ENSG00000108298,RPL19,7.5937,6.7157,28.6096,1.9736,41.2672,12.5896,226.139,216.8585,113.4615
ENSG00000108306,FBXL20,0,2.2105,1.0099,1.0286,1.9329,2.0943,2.0141,0,0
ENSG00000108309,RUNDC3A,0,0,0,1.0136,0,0,0,0,0
ENSG00000108312,UBTF,0,0,8.9026,0,1.0318,0,5.9332,1.9703,1.022
ENSG00000108342,CSF3,0,0,0,0,0,0,0,0,0
ENSG00000108344,PSMD3,2.035,1.0294,3.9678,1.0015,1.9712,0,17.8724,2.9622,1.9671
ENSG00000108349,CASC3,0,0,0,0,1.9978,0,10.7834,2.9493,2.9092
ENSG00000108352,RAPGEFL1,0,1.0331,0.988,1.0129,0,0,0,0,0
ENSG00000108370,RGS9,0,1.0982,0.9896,0,0,0,2.029,0,0
ENSG00000108375,RNF43,0,0,3.9867,0,0,0,1.9457,4.9616,6.7863
ENSG00000108379,WNT3,0,0,0,0,0.253,0,0,0.252,0
ENSG00000108381,ASPA,0,0,0,0,0,0,0,0.9771,0
ENSG00000108384,RAD51C,1.0238,0,4.0036,1.0099,1.0316,0,2.0959,6.0816,0
ENSG00000108387,SEPT4,5.0051,7.0496,0,1.0039,1.0034,2.0041,2.006,0,0
ENSG00000108389,MTMR4,0,0,2.9568,1.0166,0.9703,0,7.8866,4.8842,7.8117
ENSG00000108395,TRIM37,0,1.0338,0.9878,0,3.8919,0,2.9294,1.9609,1.9967
ENSG00000108405,P2RX1,0,0,0,0,0,0,3.9292,0,0
ENSG00000108406,DHX40,1.0326,0,4.964,0,3.9994,0,24.8761,10.7897,2.0785
ENSG00000108417,KRT37,0,0,0,0,0,0,0,0,0
ENSG00000108423,TUBD1,0.9696,2.2089,2.0134,0,0,1.142,22.7661,2.0372,0
ENSG00000108424,KPNB1,0,4.2774,3.0321,1.0168,6.8942,0.9669,22.4338,9.2711,3.9254
ENSG00000108433,GOSR2,1.9713,0.9636,11.0194,0,3.0484,1.9925,37.5693,10.1312,13.1448
ENSG00000108439,PNPO,0,0,2.0067,0,0,0,0,2.0089,2.0255
ENSG00000108443,RPS6KB1,2.0648,3.6874,2.6308,0,2.9718,0,23.6719,8.9355,4.0623
ENSG00000108448,TRIM16L,1.0099,4.0036,0,1.1841,1.9821,0,8.5408,0,5.4594
ENSG00000108465,CDK5RAP3,0.9491,1.208,21.8615,0.9868,2.0622,0.9653,25.7796,18.8191,14.1188
ENSG00000108468,CBX1,0,1.0666,3.9838,0,2.0042,0,4.9499,2.9883,4.0232
ENSG00000108469,RECQL5,0,0,8.6187,0,0,0,7.1457,1.9768,1.0402
ENSG00000108474,PIGL,0,0.9664,4.0991,0,2.0573,0,20.5303,18.1291,10.2134
ENSG00000108479,GALK1,0,0.9229,15.0633,0,0,0,40.0557,17.9612,10.9652
ENSG00000108506,INTS2,0,1.041,1.971,0,3.9193,1.0239,2.9265,4.894,0
ENSG00000108509,CAMTA2,0.9505,0,0.9866,1.0071,0,0,4.1729,3.0189,3.1114
ENSG00000108510,MED13,1.0456,4.1835,2.9519,0,1.9329,1.0304,15.6265,1.9846,6.728
ENSG00000108511,HOXB6,0,0,0,0,0,0,0.9956,0,0
ENSG00000108515,ENO3,4.8024,0.504,0,0,0,0,1.0444,1.0288,0
ENSG00000108518,PFN1,22.7638,7.93,78.0953,9.9514,226.4413,9.9391,86.7263,237.3837,220.7568
ENSG00000108523,RNF167,0,0,1.0281,0,1.0228,0,1.0478,0,2.0613
ENSG00000108528,SLC25A11,3.0364,0,21.0498,0,8.9052,0,27.0201,12.8708,16.7971
ENSG00000108551,RASD1,0,1.0127,0.9947,0,1.0018,0,22.856,0.9985,0.9914
ENSG00000108556,CHRNE,0,0,0,0,0,0,0,0,0
ENSG00000108557,RAI1,0,0,0.9847,0,0,0,12.9223,0.9753,0.963
ENSG00000108559,NUP88,0.9519,1.0216,25.7935,0,21.6897,0.9669,24.6796,17.7041,16.3892
ENSG00000108561,C1QBP,1.0257,0.9482,5.0301,0,44.56,0.975,45.8516,68.5986,47.7283
ENSG00000108576,SLC6A4,0,0,6.9647,0,0,0,0,0,0
ENSG00000108578,BLMH,0,0,1.0184,0,4.9162,0,5.9648,7.0145,1.0403
ENSG00000108582,CPD,0,2.0904,8.8631,0,3.8838,1.0299,3.8825,24.4377,9.6707
ENSG00000108587,GOSR1,1.9271,0,3.038,1.1429,3.0794,0.9672,22.4249,6.011,8.2176
ENSG00000108588,CCDC47,1.0031,0,13.9377,2.0062,3.9035,0,60.909,28.7431,12.8977
ENSG00000108590,MED31,0,0,0,0,0,1.0043,9.158,8.5829,4.1184
ENSG00000108591,DRG2,0,0,16.0479,0,4.0259,0,35.6849,8.901,8.9478
ENSG00000108592,FTSJ3,0,0,0,0,4.953,0.9754,9.7855,4.908,2.9151
ENSG00000108599,AKAP10,0.9576,1.0362,2.9643,0,2.9805,0.9664,17.5679,1.9822,2.9087
ENSG00000108602,ALDH3A1,0,0,0,0,1.9975,0,0,0,1.0046
ENSG00000108604,SMARCD2,0,0,8.9197,0,3.9739,1.0071,12.8222,15.8433,17.6596
ENSG00000108622,ICAM2,2.9051,0,0,0,0,0.9753,1.0323,0,0
ENSG00000108639,SYNGR2,0,0,35.8855,3.0091,2.9911,0,151.1784,58.6815,33.7571
ENSG00000108641,B9D1,1.947,0,5.0584,0,3.0844,0.9669,16.5551,4.1028,5.1803
ENSG00000108651,UTP6,1.0205,2.1782,12.9425,0,8.8759,0.9677,17.7719,17.9307,13.8498
ENSG00000108654,DDX5,17.2477,5.0952,232.8149,3.0136,62.7973,14.2023,704.3428,109.4392,91.261
ENSG00000108666,C17orf75,0,9.0793,9.0858,1.0559,5.9699,0,15.3267,8.1558,2.009
ENSG00000108669,CYTH1,3.9435,0,7.9041,0,0.9767,0,5.0909,1.0309,3.0443
ENSG00000108671,PSMD11,2.0347,3.0727,8.9689,0,25.6974,3.9706,63.2934,33.798,19.0252
ENSG00000108679,LGALS3BP,1.0096,0,391.442,0,2.0194,1.0059,121.226,329.2266,318.2918
ENSG00000108684,ASIC2,0,0,0,0,0,0,0,0,0
ENSG00000108688,CCL7,0,0,0,0,0,0,2.0913,0,0
ENSG00000108691,CCL2,17.0912,8.5783,1.0212,1.9685,0,3.8756,12.5167,3.0825,8.3292
ENSG00000108700,CCL8,0,0,0,0,0,0,8.0673,0,0
ENSG00000108702,CCL1,0,0,0,0,0,0,0,0,0
ENSG00000108733,PEX12,0,0,2.9743,0,0.9956,0,9.8246,2.9516,3.0285
ENSG00000108759,KRT32,0,0,0,0,0,0,0,0,0
ENSG00000108771,DHX58,1.0241,0,0,0,0,0,1.9725,0,0
ENSG00000108773,KAT2A,0,0,0.9889,0,1.0311,0,5.903,0.9824,3.0339
ENSG00000108774,RAB5C,0,0.6482,0,0,0,0,2.0435,0,0
ENSG00000108784,NAGLU,0,1.005,15.8838,0,1.9631,0,41.5865,13.9442,15.7279
ENSG00000108786,HSD17B1,0,1.0392,0.9861,0,1.0221,0,1.0219,1.9821,0
ENSG00000108788,MLX,5.1086,7.5799,22.8327,0.9836,1.1617,2.0177,25.8338,9.9151,8.8202
ENSG00000108797,CNTNAP1,0,0,0,0,0,0,3.8934,0,0
ENSG00000108798,ABI3,0,0,0,0,0,0,0,0,0
ENSG00000108799,EZH1,0,0,3.002,0.9835,0,0,8.0377,0,0
ENSG00000108813,DLX4,0,0,0,0,0,0,0,0,0
ENSG00000108819,PPP1R9B,0,0,0,0,0,0,0,0,0
ENSG00000108821,COL1A1,2.0324,0,4.9716,6.0055,3.9925,8.14,947.9825,2.0029,4.8794
ENSG00000108823,SGCA,0,0,0,0,0,0,0,0,0
ENSG00000108825,PTGES3L-AARSD1,0,0,0,0,0,0,0,0,0.6554
ENSG00000108826,MRPL27,2.8463,0.9511,20.2988,0,5.1584,0,33.0645,31.8366,8.3339
ENSG00000108828,VAT1,1.9558,4.7805,30.7192,0,30.5735,0.9669,83.0775,81.2067,89.7829
ENSG00000108829,LRRC59,0,1.0296,0.9891,0,0,0,14.2821,2.9482,3.9023
ENSG00000108830,RND2,0,1.0419,0.9962,0,3.8938,1.0236,0,0,0
ENSG00000108839,ALOX12,0,0,0,0,0,0,0,0,0
ENSG00000108840,HDAC5,0,0,1.03,0,1.0201,0,12.8745,1.0275,0
ENSG00000108846,ABCC3,0,0.945,11.9487,1.0081,0,0,7.9142,11.9679,14.7559
ENSG00000108848,LUC7L3,10.8364,0.982,7.9902,6.9404,6.0084,23.9009,41.7072,17.067,10.9157
ENSG00000108849,PPY,0,0,0,0,0,0,0,0,0
ENSG00000108852,MPP2,0,0,0,0,0,0,2.0954,1.9801,0
ENSG00000108854,SMURF2,0,0,1.0452,0,0.993,1.9702,2.9173,0.9827,2.9266
ENSG00000108861,DUSP3,3.0733,0.9323,21.7305,0.9924,0.9867,0,16.59,19.7358,11.7747
ENSG00000108878,CACNG1,0,0,0,0,0,0,0,0,0
ENSG00000108883,EFTUD2,0.992,0,9.8803,0,12.84,0,30.9188,21.5966,8.7716
ENSG00000108924,HLF,2.0555,1.034,0,1.0115,0,0,0,0,0
ENSG00000108932,SLC16A6,0,1.2776,0,0.9895,0,0,0,0,0
ENSG00000108946,PRKAR1A,6.035,1.9732,18.275,1.0133,7.8234,0,128.469,46.4855,35.2171
ENSG00000108947,EFNB3,0,0,0,0,0,1.0202,3.9167,0,0
ENSG00000108950,FAM20A,0,0,0.9957,0,0,0,0,0,0
ENSG00000108953,YWHAE,3.9426,2.8802,10.4591,0.4928,14.9417,0.9972,20.3583,15.3807,19.6664
ENSG00000108960,MMD,0,0,3.9586,0,6.8601,0,5.8922,4.9178,0.977
ENSG00000108961,RANGRF,1.9034,0,0,0,2.0434,0,19.3627,6.0727,9.207
ENSG00000108963,DPH1,0,0,6.9715,0,2.9964,1.8773,15.4127,22.5781,5.2506
ENSG00000108984,MAP2K6,0,0,0,0,4.9832,0,1.0476,1.0287,0.9983
ENSG00000109016,DHRS7B,0,3.9961,14.9508,0,1.0321,1.5558,38.2335,8.0271,2.0696
ENSG00000109046,WSB1,6.0979,6.1811,50.7819,2.0265,7.0796,2.0473,243.4424,139.1698,60.898
ENSG00000109047,RCVRN,0,0,0,0,0,0,0,0,0
ENSG00000109061,MYH1,0,0,0,0,0,0,0,0,0
ENSG00000109062,SLC9A3R1,4.0551,0.9624,200.019,0,17.6406,0,33.0733,21.9172,37.8477
ENSG00000109063,MYH3,0,0,0,0,0,0,0,0,0
ENSG00000109065,NAT9,0,0,13.0789,0,2.0095,0,12.0708,8.9535,4.097
ENSG00000109066,TMEM104,0,1.0383,3.9794,0,0,0,0.9939,0,0.9916
ENSG00000109072,VTN,17.2948,10.2086,25.806,1.0072,0.9857,5.0605,26.8158,142.5262,4.1903
ENSG00000109079,TNFAIP1,2.0648,0,14.8147,0,2.9738,0,17.7919,7.9109,10.7653
ENSG00000109083,IFT20,0.9542,3.9106,3.0187,0,0,0,54.3059,3.052,3.1169
ENSG00000109084,TMEM97,2.0334,0,0,0,4.9813,0,4.0875,13.838,8.9961
ENSG00000109089,CDR2L,0,0,0,0,0.9756,0,3.9112,0.9805,0.9718
ENSG00000109099,PMP22,1.9817,0,1.9884,1.0042,0.991,3.0218,476.3465,4.9557,8.031
ENSG00000109101,FOXN1,0,0,0,0,0,0,0,0,0
ENSG00000109103,UNC119,0,0,17.969,0,9.9885,1.9969,30.9421,8.9821,5.0088
ENSG00000109107,ALDOC,2.015,3.953,38.862,1.0002,12.9071,1.9734,13.8796,89.2763,131.7391
ENSG00000109111,SUPT6H,0,0.9201,0.9856,1.1054,1.9383,1.0645,8.7819,1.9538,2.0016
ENSG00000109113,RAB34,2.9146,0.9231,65.1267,1.9684,25.2443,0,112.1378,55.8764,29.2067
ENSG00000109118,PHF12,0,1.9746,0,0,0.9719,0,1.9564,0,0
ENSG00000109132,PHOX2B,0,0,0,0,0,0,0,0,0
ENSG00000109133,TMEM33,0,0,5.9899,0,4.032,0,28.5037,6.0566,6.0116
ENSG00000109158,GABRA4,0,0,0,0,0,0,0.9932,0.9738,0
ENSG00000109163,GNRHR,0,0,0,0,0,0,0,0,0
ENSG00000109171,SLAIN2,1.0411,2.0736,0,1.0146,0,0,2.9267,0,0.9691
ENSG00000109180,OCIAD1,8.9564,0.9914,36.9808,0,10.1074,0,106.5211,43.9837,45.1577
ENSG00000109181,UGT2B10,2.5192,0,0,0,0,0,0,0,0
ENSG00000109182,CWH43,0,0,0,0,0,0,0,0,0
ENSG00000109184,DCUN1D4,0,0,1.0296,0,1.9434,0,5.0505,8.0608,0
ENSG00000109189,USP46,1.0369,0,6.9174,0,1.9921,0,14.617,2.9345,4.8996
ENSG00000109193,SULT1E1,0,1.0136,3.9777,0,0,1.9511,2.9792,25.7803,1.0417
ENSG00000109205,ODAM,0.9913,0.9977,0,0,0,0,2.0955,85.3473,3.0197
ENSG00000109208,SMR3A,0,0,0,0,0,0,0,0,0
ENSG00000109220,CHIC2,1.928,0,14.0332,0,0,0,21.3568,4.0719,4.1166
ENSG00000109255,NMU,0,0.9452,12.1973,0.9863,3.0949,0,0,1.0265,28.0645
ENSG00000109265,KIAA1211,0,0,2.0167,0,0,0,1.0367,0,2.0776
ENSG00000109270,LAMTOR3,6.1128,1.0368,15.0785,0.9858,9.111,2.0476,114.6008,26.0975,31.4836
ENSG00000109272,PF4V1,0,0,0,0,0,0,0,0,0
ENSG00000109320,NFKB1,0,0,9.8773,0,1.9499,0,10.7495,0.9801,3.8844
ENSG00000109321,AREG,0,0,89.1438,2.9828,0,0,54.5078,119.426,200.1902
ENSG00000109323,MANBA,2.0759,0,5.921,0,4.8706,0,30.3361,19.592,12.6315
ENSG00000109332,UBE2D3,28.49,9.2184,68.5345,9.064,47.1804,3.0206,324.1819,127.3443,76.0005
ENSG00000109339,MAPK10,1.0209,0,1.0278,0,0,0,3.0088,0,0
ENSG00000109381,ELF2,0.9514,1.0216,4.0526,0,0.9767,0,7.0416,0,3.0738
ENSG00000109390,NDUFC1,10.4727,2.8378,17.3305,0.9889,3.0588,0,94.8833,34.8974,22.9264
ENSG00000109424,UCP1,0,0,0,0,0,0,0,0,0
ENSG00000109436,TBC1D9,2.0779,0,0,0,0,0,2.9199,0,0
ENSG00000109445,ZNF330,5.0488,2.0326,7.0741,0,8.9092,0,52.662,9.9066,15.9013
ENSG00000109452,INPP4B,0,0,5.9322,0,0,0,0,4.0022,9.8926
ENSG00000109458,GAB1,1.0435,0,0,0,0.9678,0,0.9827,2.0444,4.8779
ENSG00000109466,KLHL2,1.0219,0.9256,7.925,1.0036,0.9825,0.9717,0.981,0.9918,0
ENSG00000109471,IL2,0,0,0,0,0,0,0,0,0
ENSG00000109472,CPE,1.0216,1.0247,171.4861,0,0.9827,0,12.7992,20.6932,51.9454
ENSG00000109475,RPL34,5.8725,11.0322,21.4978,4.9852,24.4963,4.8103,161.6535,190.161,74.3475
ENSG00000109501,WFS1,0,0,7.9067,0,8.8455,0,20.6872,7.8573,10.8048
ENSG00000109511,ANXA10,0,1.9691,3.0376,0,0,0,2.0643,8.0177,23.145
ENSG00000109519,GRPEL1,2.0517,0,10.9757,1.0076,0.9797,1.0126,17.9347,25.8914,15.0727
ENSG00000109534,GAR1,2.8639,0,0,0,2.0484,0,3.0719,3.0681,0
ENSG00000109536,FRG1,0.4966,0,3.5191,0,1.2738,0,4.5902,0,0.7672
ENSG00000109572,CLCN3,0,0,8.8729,0,2.9313,1.0266,19.4373,6.885,3.8712
ENSG00000109576,AADAT,1.9856,0,0,0,2.9816,0,0,3.9462,0
ENSG00000109586,GALNT7,0,0,11.878,0,3.892,0,8.9389,3.9334,11.6254
ENSG00000109606,DHX15,0,1.0302,11.872,0,14.6739,0,40.6239,30.4616,31.1988
ENSG00000109610,SOD3,0,0,0,0,0,0,0,0.9958,3.0109
ENSG00000109618,SEPSECS,1.0394,0,5.0137,0,0,1.0004,2.9648,0.977,0.9659
ENSG00000109625,CPZ,0,0,0,0,2.0055,0,92.2286,2.005,0.9839
ENSG00000109654,TRIM2,0,1.0426,11.8201,1.0139,2.9323,0,13.7628,7.8668,12.752
ENSG00000109667,SLC2A9,0,0,8.9449,0,0,0,1.9827,2.0115,0
ENSG00000109670,FBXW7,0.964,0.9466,3.0387,0,0,1.0059,41.8472,2.99,0.9917
ENSG00000109674,NEIL3,0,0,0,0,0,0,4.9234,0.9957,0.9802
ENSG00000109680,TBC1D19,0.9511,0,0,0,1.0279,0.9702,3.0631,0.9894,0
ENSG00000109684,CLNK,0,1.042,0,0,0,0,0,0,0
ENSG00000109685,NSD2,0,1.0196,1.0298,0,0.9675,0,0,1.9503,0
ENSG00000109686,SH3D19,3.1036,0,12.8889,0,2.9234,0,12.6885,4.9061,6.7803
ENSG00000109689,STIM2,2.0771,0,4.9511,0,0,0,7.8843,1.9606,0.9714
ENSG00000109705,NKX3-2,0,0,0,1.0109,0,0,0,0,0
ENSG00000109736,MFSD10,0.9491,0,9.9466,0,7.9379,0,9.9973,14.9035,28.9198
ENSG00000109738,GLRB,0,0,0,0,0,0,5.8909,0,0
ENSG00000109743,BST1,0,0.9557,0,0,0,0,5.0398,0,4.1198
ENSG00000109756,RAPGEF2,0,2.0689,1.9912,0,0,0,0.9713,3.9029,2.0787
ENSG00000109758,HGFAC,0,1.0186,0,0,0,0,0,0,0
ENSG00000109762,SNX25,0,0,4.9496,0,0.99,0,0.9795,2.944,3.8957
ENSG00000109771,LRP2BP,0,1.0396,0,0,0,1.0193,0,0,0
ENSG00000109775,UFSP2,3.0213,0,0,0,5.0006,0,29.6303,12.9801,13.7368
ENSG00000109787,KLF3,8.3076,2.0791,46.5297,1.0048,0,4.0858,93.42,28.4472,30.1435
ENSG00000109790,KLHL5,1.0273,1.0331,2.1033,0,0,1.0186,1.031,4.9133,1.9924
ENSG00000109794,FAM149A,0,1.8771,0,0.9982,0,0,0.9924,2.9742,0
ENSG00000109805,NCAPG,0,1.0304,0,0,7.6181,0,8.2813,2.9699,0.9748
ENSG00000109814,UGDH,0.9897,3.8385,38.1867,1.011,8.8141,1.0288,80.8778,26.5041,45.8079
ENSG00000109819,PPARGC1A,0,0,0.99,0,0,0,0,0.9762,1.9559
ENSG00000109832,DDX25,0,1.1158,0.9847,0,4.0278,1.0287,0,0,0
ENSG00000109846,CRYAB,0.9485,1.926,0,0.9989,1.0201,0,1162.0135,2.0616,0
ENSG00000109851,DBX1,0,0,0,0,0,0,0,0,0
ENSG00000109854,HTATIP2,0,1.9623,30.9243,0.9847,7.9946,0,72.099,14.0059,8.997
ENSG00000109861,CTSC,2.0139,2.6138,17.9686,5.0424,31.6498,1.9325,113.7064,113.2013,107.7151
ENSG00000109881,CCDC34,0,0,2.9766,0,0,0,1.976,3.9516,0.9844
ENSG00000109906,ZBTB16,0,1.9044,0,0,0,1.0136,31.5482,0,1.042
ENSG00000109911,ELP4,0,0,0,1.0026,4.0018,0.9882,19.8829,7.9319,3.0482
ENSG00000109917,ZPR1,2.9395,1.7595,2.0563,0,1.9454,0,16.7353,9.854,6.8915
ENSG00000109919,MTCH2,3.9754,2.9791,38.9874,0,11.3024,1.0163,42.1043,32.6987,23.0103
ENSG00000109920,FNBP4,0,0.4669,8.9349,0,0.9818,1.0157,27.4906,15.8258,13.7449
ENSG00000109927,TECTA,0,0,0,0,0,0,0,0,0
ENSG00000109929,SC5D,4.0451,2.0309,29.9636,2.0161,9.8784,1.0012,57.3133,34.6118,30.4439
ENSG00000109943,CRTAM,0,0,0,0,0,0,0,0,0.9874
ENSG00000109944,C11orf63,0,0,0,0,0.9884,0,0.99,0,0
ENSG00000109956,B3GAT1,0,0,0,0,0,0,0,0,0
ENSG00000109971,HSPA8,16.2701,9.1917,194.3707,10.0561,107.2162,9.1127,504.4929,188.9165,122.1361
ENSG00000109991,P2RX3,0,0,1.354,0.9839,0,0,0,0,0
ENSG00000110002,VWA5A,1.0311,1.0331,12.8442,0,4.9117,0,16.6747,4.9042,0
ENSG00000110011,DNAJC4,0,0.9772,1.0233,0,1.0065,0,12.177,5.1232,1.0351
ENSG00000110013,SIAE,0,4.5374,29.0543,0,0,2.0269,11.0997,30.877,33.4222
ENSG00000110025,SNX15,0,0,0,0,0,1.025,4.9545,0,0.9872
ENSG00000110031,LPXN,0,1.0129,0,0,0,0,3.9716,0,0.9913
ENSG00000110042,DTX4,0,1.0407,1.9712,0,0,0,0.9728,2.935,0.9924
ENSG00000110046,ATG2A,0,0,0.9975,0,0.9873,0,1.9653,0,0.9656
ENSG00000110047,EHD1,2.874,1.0334,3.043,0,7.1559,3.001,19.0902,25.5296,71.743
ENSG00000110048,OSBP,0,2.0789,6.9377,0,2.9137,2.0514,15.5788,8.7973,9.6673
ENSG00000110057,UNC93B1,0,0,6.9501,0,1.9675,0,4.0925,7.118,2.9707
ENSG00000110060,PUS3,0,0,0.9984,0,2.9902,0.9983,7.9435,5.0235,1.002
ENSG00000110063,DCPS,0.9488,1.8908,0,1.9927,4.0788,0,23.0071,2.9903,3.0635
ENSG00000110066,KMT5B,1.0263,0,5.9534,0,3.9222,0.9626,22.5642,12.8064,6.9198
ENSG00000110074,FOXRED1,0,3.911,11.9509,0,5.0675,1.0096,11.8806,8.9948,6.8871
ENSG00000110075,PPP6R3,0.9721,0.9272,7.9121,0.9907,4.929,0,24.7453,10.8866,3.9264
ENSG00000110076,NRXN2,0,0.9405,1.0282,0,0,0,0,0,0
ENSG00000110077,MS4A6A,25.4689,4.9872,0,0,0,16.9686,0,0,0
ENSG00000110079,MS4A4A,0.9491,0,0,0,0,2.0064,0,0,0
ENSG00000110080,ST3GAL4,0.9706,0,0,0,0,0,1.0418,0,0
ENSG00000110090,CPT1A,1.0566,1.172,4.9294,0,3.1812,0,0,1.2862,0
ENSG00000110092,CCND1,0,2.0069,2.0418,0,27.4905,0.9654,17.6535,44.7344,25.564
ENSG00000110104,CCDC86,0.9485,0,0,0,1.9791,0,13.875,2.9238,4.9407
ENSG00000110107,PRPF19,0,0,0,0.9855,0,0,2.0565,0,0
ENSG00000110108,TMEM109,1.0136,0,0,0,4.9422,0,35.8686,7.955,4.9852
ENSG00000110148,CCKBR,0,0,1.0181,0,0.9926,0,0,0,0
ENSG00000110169,HPX,4.017,4.9685,4.0017,1.0022,0,0,0,0,0
ENSG00000110171,TRIM3,0,0,0,2.9911,0.9802,0,0.9822,0,0
ENSG00000110172,CHORDC1,0,0,5.0327,0,7.8906,0,22.1478,4.9422,2.0447
ENSG00000110195,FOLR1,0,0,0,0,0,0,0,8.0686,0
ENSG00000110200,ANAPC15,0.9721,0,2.0564,0,4.0906,0,1.0465,5.1466,4.1484
ENSG00000110203,FOLR3,0,0,0,0,0,0,0,0,0
ENSG00000110218,PANX1,1.0256,0,0.9896,0,3.9191,0,7.8554,3.9335,3.9074
ENSG00000110237,ARHGEF17,0,0,0,0,0,2.0579,6.8173,0.9752,0
ENSG00000110243,APOA5,2.0243,1.0162,0,0,0,0,0,0.9901,0
ENSG00000110244,APOA4,0,0,1157.2297,0,0,0,2.001,0,0
ENSG00000110245,APOC3,33.6287,9.3354,236.8303,3.9646,0,8.676,2.0957,37.1089,2.0792
ENSG00000110274,CEP164,0,0,0,0,0,0,0,0,0.9675
ENSG00000110315,RNF141,2.0694,0,10.857,1.0144,6.8892,1.1186,34.7622,8.8135,18.4823
ENSG00000110318,CEP126,0,0,4.9244,0,0,0,0.9748,3.9132,0.9681
ENSG00000110321,EIF4G2,11.2193,4.0722,75.1967,1.0127,38.051,4.8991,152.5394,60.9049,84.6208
ENSG00000110324,IL10RA,0,0,0,0,0,0,0,0,0
ENSG00000110328,GALNT18,0,0,0.9904,0,0,0,1.9676,0.9849,1.9584
ENSG00000110330,BIRC2,0.9706,0.9416,13.8448,0,4.0586,0.9672,14.6556,8.8837,12.8376
ENSG00000110344,UBE4A,1.0407,0,2.976,2.0336,2.9091,0,20.9547,10.7401,6.0052
ENSG00000110367,DDX6,5.1447,1.1188,3.0061,1.0151,10.9121,1.0246,5.9177,2.9776,4.1767
ENSG00000110375,UPK2,0,0,0,0,0,0,1.0273,0,0
ENSG00000110395,CBL,0,2.061,0,0,0,0,1.9432,0.9807,1.9347
ENSG00000110400,NECTIN1,0,0,0,0,1.0202,0,0.9725,0,0.9653
ENSG00000110422,HIPK3,0,0,8.8629,0,0,0,31.146,3.9026,2.89
ENSG00000110427,KIAA1549L,0,0,0,0,0,0,0,0,0
ENSG00000110429,FBXO3,0,0,11.0036,0,2.968,0,42.2654,3.0354,13.8406
ENSG00000110435,PDHX,1.0212,3.243,7.927,0,2.949,0,27.6394,11.8273,16.843
ENSG00000110436,SLC1A2,0,0,0,0,0,0,0,1.0313,0
ENSG00000110442,COMMD9,0.9583,1.0597,3.04,0,5.0845,0,31.5939,8.9307,10.2861
ENSG00000110446,SLC15A3,0,0,0,0,1.0322,0,0,0,0
ENSG00000110448,CD5,0,0,0,0,0,0,0,0,0
ENSG00000110455,ACCS,0,0,2.9659,0,0,0,0,0,1.0312
ENSG00000110484,SCGB2A2,0,0,0,0,0,0,0,0,0
ENSG00000110492,MDK,5.8264,2.7802,139.115,5.9407,63.9481,6.7858,33.1139,77.747,76.635
ENSG00000110497,AMBRA1,0,0,1.9739,0,0.9713,0,3.8967,0.9791,0.9695
ENSG00000110514,MADD,1.0397,0,2.0408,1.0157,0.9908,0,0.9738,1.0299,2.0302
ENSG00000110536,PTPMT1,0.9508,0.9771,13.2289,0,8.8898,0.9763,39.0194,10.1495,9.3347
ENSG00000110583,NAA40,0,1.1149,0.9876,0,0.9751,0,5.0089,1.0518,0
ENSG00000110619,CARS,0.4902,0.5126,1.008,0,1.1077,0,5.9588,1.6652,0.1726
ENSG00000110628,SLC22A18,0.9546,5.1485,0.0788,2.763,0,1.176,3.1936,2.0111,1.8895
ENSG00000110651,CD81,1.9007,0,13.0482,4.0009,1.0286,0,63.3996,4.9795,10.0239
ENSG00000110660,SLC35F2,0,0,3.9796,0,1.9868,0,10.8526,1.9838,7.7905
ENSG00000110665,C11orf21,0,0,0,0,0,0,0,0,0
ENSG00000110675,ELMOD1,0,0,0,0,0,0,0,0,0
ENSG00000110680,CALCA,0,1.9259,0,0,0,0,0,0,0
ENSG00000110693,SOX6,0,0,10.054,0,0,0,37.9888,3.0455,1.0405
ENSG00000110696,C11orf58,7.0112,2.8163,38.7372,5.9994,31.5709,3.6387,253.2384,60.2932,41.3278
ENSG00000110697,PITPNM1,0,0,2.9616,0.9898,0,1.0237,0.9757,0,0.971
ENSG00000110700,RPS13,10.487,5.6047,18.4967,6.9138,34.0314,8.6722,175.9084,146.2441,68.7934
ENSG00000110711,AIP,0,0.9595,10.0179,0,2.0633,0,32.3305,19.0748,18.2747
