"",gene_symbol,GSM2715271,GSM2715272,GSM2715273,GSM2715274,GSM2715275,GSM2715276,GSM2715277,GSM2715278,GSM2715279
ENSG00000172457,OR9G4,0,0,0,0,0,0,0,0,0
ENSG00000172458,IL17D,0,0,0,0,0,0,5.6653,2.9828,0
ENSG00000172459,OR5AR1,0,0,0,0,0,0,0,0,0
ENSG00000172460,PRSS30P,0,0,0,0,0,0,0,0,0
ENSG00000172461,FUT9,0,0,0.9836,0,0,0,0,9.736,5.7613
ENSG00000172464,OR5AP2,0,0,0,0,0,0,0,0,0
ENSG00000172465,TCEAL1,3.8758,0.9889,8.093,0,0,1.9768,11.147,6.0744,0
ENSG00000172466,ZNF24,3.1232,1.0419,15.8298,0,4.8471,5.1374,27.4424,14.6557,15.4976
ENSG00000172468,HSFY1,0,1.0001,0,0,0,0,0,0,0
ENSG00000172469,MANEA,0.9743,0,0,0,0,0,22.5552,5.0303,3.872
ENSG00000172476,RAB40A,0,0,0,0,0,0,0,0.9818,0.9741
ENSG00000172478,C2orf54,0,0,6.9733,0,0,1.0089,0,0,0.9878
ENSG00000172482,AGXT,44.5,4.0622,2.1207,2.0095,0,3.0246,3.0092,21.8485,0
ENSG00000172487,OR8J1,0,0,0,0,0,0,0,0,0
ENSG00000172489,OR5T3,0,0,0,0,0,0,0,0,0
ENSG00000172493,AFF1,1.0448,0,0,0,3.8859,2.0597,1.0003,2.9391,2.912
ENSG00000172497,ACOT12,4.0647,1.0198,0,0,0,0,0,0,0
ENSG00000172500,FIBP,2.9301,0,27.1132,1.9788,9.076,0,18.2003,13.039,11.1147
ENSG00000172508,CARNS1,0,0,0,0,0,0,0.9764,0,0
ENSG00000172519,OR10H5,0,0,0,0,0,0,0,0,0
ENSG00000172524,TRIM40,0,0,0,0,0,0,0,0,0
ENSG00000172530,BANP,0,0,0,0,0.9927,0,3.9751,3.9567,2.9512
ENSG00000172531,PPP1CA,3.9954,0,32.9129,1.9688,39.0526,0.9642,67.0244,24.9932,36.0123
ENSG00000172534,HCFC1,0,0,0,1.0181,0.9675,0,3.8806,5.8495,0.9624
ENSG00000172538,FAM170B,0,0,0,0,0,0,0,0,0
ENSG00000172543,CTSW,0,0,0,0,0,0,0,1.03,0
ENSG00000172548,NIPAL4,0,0,0,0,0,0,0.997,0,0
ENSG00000172551,MUCL1,0,0,0,0,0,0,0,0,0
ENSG00000172554,SNTG2,0,1.0145,0,0,1.0319,0,1.9847,0,0
ENSG00000172568,FNDC9,0,0,0,0,0,0,0,0,0
ENSG00000172572,PDE3A,0,1.03,0,2.023,0,0,0,0,0
ENSG00000172575,RASGRP1,0,0,0,0,0,0,2.0717,0,0
ENSG00000172578,KLHL6,0,1.0641,0,0,0,1.0275,0,0,0.9692
ENSG00000172586,CHCHD1,0.9549,0,7.0857,0,5.1319,0,18.5831,11.247,5.1928
ENSG00000172590,MRPL52,2.9577,3.0357,5.1392,0,6.0623,0,25.5665,14.25,18.4341
ENSG00000172594,SMPDL3A,6.0508,0,245.5244,0,0,2.0126,9.9178,3.9625,7.9122
ENSG00000172602,RND1,1.0171,1.0492,0,0,0,1.2129,1.0455,1.0248,2.0803
ENSG00000172613,RAD9A,0,3.0991,0,0,0,0,0,0,0
ENSG00000172638,EFEMP2,0.9709,0,2.0255,0,0,0,112.1883,5.9339,0.9899
ENSG00000172640,OR10AD1,0,0,0,0,0,0,0,0,0
ENSG00000172650,AGAP5,0,0,0,0,0,0,0,0,0
ENSG00000172661,WASHC2C,0,0,0.2853,0,3.8898,0,15.9077,9.8982,9.1054
ENSG00000172663,TMEM134,0.9541,0,10.768,0,5.1172,0,24.3303,15.2382,13.1179
ENSG00000172667,ZMAT3,1.0845,3.5128,3.7763,3.504,0,0,7.804,1.949,4.885
ENSG00000172671,ZFAND4,0.9492,0,0,0,0.9885,0,0,0.9894,0.9853
ENSG00000172673,THEMIS,0,1.3696,0,0,0,0,0,0,0
ENSG00000172680,MOS,0,0,0,0,0,0,0,0,0
ENSG00000172689,MS4A10,1.0198,0,8.2409,0,0,1.0137,0,0,0
ENSG00000172716,SLFN11,0,0,0,0,0,0,0,0,0
ENSG00000172717,FAM71D,0,0,0,0,0,0,0,0,0
ENSG00000172724,CCL19,8.5366,10.4291,0,6.897,0,4.8363,0,0,0
ENSG00000172725,CORO1B,0,0.9336,13.9827,0,5.1416,0,6.9875,6.0435,3.1038
ENSG00000172728,FUT10,0,0,7.9617,0.9965,2.9825,0,19.7197,6.9938,3.0634
ENSG00000172731,LRRC20,1.0271,0,0,0,0,0,0,0.9828,0
ENSG00000172732,MUS81,0,0,11.0034,0,0.9909,0,10.8992,3.0335,2.9522
ENSG00000172733,PURG,0,0,0,0,0,0,0,0,0
ENSG00000172738,TMEM217,0,1.0034,0,0.999,0,0,4.0875,1.0289,0
ENSG00000172742,OR4D9,0,0,0,0,0,0,0,0,0
ENSG00000172748,ZNF596,0,1.391,0,0,0,0,1.9646,0,0
ENSG00000172752,COL6A5,0,0,0,0,0,0,0,0,0
ENSG00000172757,CFL1,5.8768,1.8847,95.6976,0,46.9009,3.9521,64.4508,29.1267,53.2997
ENSG00000172765,TMCC1,1.0394,1.0404,0,1.0163,0,1.0264,5.838,33.2579,16.4897
ENSG00000172766,NAA16,0,0,0,0,0,0,8.7611,3.9928,3.0596
ENSG00000172769,OR5B3,0,0,0,0,0,0,0,0,0
ENSG00000172771,EFCAB12,0,2.0419,0,0,0,0,0,0.9874,0.9657
ENSG00000172772,OR10W1,0,0,0,0,0,0,0,0,0
ENSG00000172775,FAM192A,0.9526,0,13.0882,0.9863,7.0718,0.9674,20.8995,5.074,8.1022
ENSG00000172780,RAB43,0,2.7933,1.9917,0,0,0,0,0.9939,0
ENSG00000172782,FADS6,0,2.4176,8.9277,0,0,2.8039,0,0,0.9853
ENSG00000172785,CBWD1,0.9758,3.6461,2.3758,3.2881,16.9352,1.9836,35.9981,35.6124,13.7711
ENSG00000172789,HOXC5,0,0,0,0,0,0,0,0,0
ENSG00000172794,RAB37,0,0,1.9911,0,0,0,0,0.9935,0
ENSG00000172795,DCP2,2.9597,4.9203,6.8903,1.018,2.0029,0.9727,12.8196,9.0433,2.9478
ENSG00000172803,SNX32,0,0,0,0,0,1.0102,5.9363,0,0
ENSG00000172809,RPL38,2.0137,5.9674,8.1461,3.0274,29.3357,0.9617,69.9496,47.8615,29.7406
ENSG00000172817,CYP7B1,0,0,0,0,0,0,2.9604,0,0
ENSG00000172818,OVOL1,0,1.0134,9.9079,0,2.6721,0,2.9405,2.9749,25.0252
ENSG00000172819,RARG,0,0,0,0,0,0,2.9895,0.9908,0
ENSG00000172824,CES4A,0,0,1.0732,0,0,0,8.0213,0,0
ENSG00000172828,CES3,0,1.0316,0.9941,0,0,1.0994,0,0.9909,0
ENSG00000172830,SSH3,0,0,1.0098,0,0,0,3.0637,0,0
ENSG00000172831,CES2,2.0619,2.164,59.4213,0,1.9931,0,6.9809,17.6773,61.5217
ENSG00000172840,PDP2,0,0,2.9835,0,1.937,0,0.9711,0,0.9635
ENSG00000172845,SP3,0,0,4.9382,0,4.9259,0,16.6544,15.7256,24.2237
ENSG00000172850,LSM2,0,0,0,0.1974,1.0303,0,3.273,1.5548,0.519
ENSG00000172867,KRT2,0,0,0,0,0,0,0,0,0
ENSG00000172869,DMXL1,1.0106,0.9314,1.988,0,2.9229,0.9655,18.7531,1.962,2.9681
ENSG00000172878,METAP1D,0,0,0,0,0,0,3.0318,1.0174,1.0198
ENSG00000172888,ZNF621,0,1.2364,1.5009,0,0,0,4.3717,1.9523,0.9865
ENSG00000172889,EGFL7,0,0,22.0294,0,8.1697,0,44.3822,27.1189,13.1637
ENSG00000172890,NADSYN1,0.9649,1.9582,34.6286,0,6.6667,1.0182,14.2159,18.7477,19.6782
ENSG00000172893,DHCR7,0,0,19.8222,0.9937,19.6137,0,45.3137,73.7939,54.7457
ENSG00000172900,FLJ42102,0,0,0,0,0,1.0123,0,0,0
ENSG00000172901,LVRN,0,0,0,0,0,0,0,0,1.96
ENSG00000172915,NBEA,0,0,0,0,0.9663,0,0,0.9741,0
ENSG00000172922,RNASEH2C,0,0.9502,2.2995,0,2.0502,2.922,8.539,2.1279,3.094
ENSG00000172927,MYEOV,0,0,1.9858,0,0,0,0,0,2.9652
ENSG00000172932,ANKRD13D,0.9773,2.0369,0.9928,0,0.9877,0,4.0602,2.0268,4.0853
ENSG00000172935,MRGPRF,0,0,0,0,0,0,8.5864,0,0
ENSG00000172936,MYD88,1.0249,0,6.9304,1.0104,7.843,0.9843,22.5744,12.7895,20.5373
ENSG00000172938,MRGPRD,0,0.9737,0,0,0,0,0,0,0
ENSG00000172939,OXSR1,0,0,2.9594,0,0,0,3.899,15.7257,1.9523
ENSG00000172940,SLC22A13,0,0,0,0,0,0,0,1.0099,0
ENSG00000172943,PHF8,0,0,0.9864,0,0.9721,1.0173,7.8867,3.9243,0.965
ENSG00000172954,LCLAT1,0,0,8.6098,1.0107,1.9942,1.0253,11.1252,3.0526,3.1154
ENSG00000172955,ADH6,7.1617,0.9758,0.9894,0,0,0,0,14.8324,0.9764
ENSG00000172965,MIR4435-2HG,0,2.0121,1.0292,0,0,0,23.0402,2.3392,3.0448
ENSG00000172967,XKR3,0,0,0,0,0,0,0,0,0
ENSG00000172969,FRG2C,0,0,0,0,0,0,0,0,0
ENSG00000172977,KAT5,0.9486,0,1.7228,0,2.0543,0,16.3956,7.9456,4.9426
ENSG00000172985,SH3RF3,0,0,0,0,0,0,0,1.9533,0
ENSG00000172986,GXYLT2,0,0,0,0,0,0,18.6297,2.0059,2.0031
ENSG00000172987,HPSE2,0,0,0,0,0,0,5.9481,0,0
ENSG00000172992,DCAKD,3.0452,2.0382,0,0,9.011,1.0106,19.7799,10.9007,2.9567
ENSG00000172995,ARPP21,0,0,0,0,0,0,0,0,0
ENSG00000173011,TADA2B,0,0,3.9467,0,1.0272,0,2.9304,0.9797,0.9705
ENSG00000173013,CCDC96,0,1.0199,0.9923,0,0,0,1.9763,0,0
ENSG00000173020,GRK2,0,0.8994,8.0059,0,0,0,13.6899,3.921,5.033
ENSG00000173039,RELA,0,0,2.0144,0,1.9755,0,4.9468,2.9703,7.8487
ENSG00000173040,EVC2,0,0,0,0,0,1.0234,0.9751,0,0.9695
ENSG00000173041,ZNF680,0,0,5.0053,0,2.9418,0,8.8221,2.9468,3.0413
ENSG00000173064,HECTD4,1.9953,2.0465,0,1.0046,1.9422,1.9444,6.856,2.0031,2.8894
ENSG00000173065,FAM222B,0,0,0,0,8.8548,0,2.9491,3.917,1.0416
ENSG00000173068,BNC2,2.0688,1.047,0.9836,0,0,2.0232,7.1096,1.0308,0
ENSG00000173077,DEC1,0,0,1.0021,0,0,0,0,0,0.9777
ENSG00000173080,RXFP4,0,0,0,0,0,0,0,0,0
ENSG00000173083,HPSE,0,1.2536,3.2004,0,0,0,0.9977,0.9974,0
ENSG00000173085,COQ2,0.9903,0,1.9914,0,2.9992,0,4.0265,3.0039,2.015
ENSG00000173093,CCDC63,0,0,0,0,0,0,0,0,0
ENSG00000173110,HSPA6,0,1.024,0.991,0,0,1.0144,0,0,0
ENSG00000173113,TRMT112,5.736,1.8682,31.2386,0.9907,35.0653,2.911,110.2721,33.3727,27.611
ENSG00000173114,LRRN3,0,0,0,0,0,0,2.9394,0,0
ENSG00000173120,KDM2A,0,0.9228,3.9858,0,0,0,2.9801,0,1.9425
ENSG00000173124,ACSM6,0,0,0.4266,0,0,0,0,0,0
ENSG00000173137,ADCK5,0,0,10.925,0,1.9748,0,3.9607,2.9735,4.9352
ENSG00000173141,MRPL57,2.038,2.0447,9.1826,1.0079,5.9072,4.0527,52.275,21.7067,5.8937
ENSG00000173145,NOC3L,1.0181,3.0281,0.9879,0.9897,2.0064,3.0636,9.7821,3.9229,2.9223
ENSG00000173153,ESRRA,0.9497,1.0219,9.3207,0,0,0,1.9733,2.057,1.9654
ENSG00000173156,RHOD,0,0.9865,7.1287,0,2.0355,0,3.0463,1.0076,2.0369
ENSG00000173157,ADAMTS20,0,0,0,0,0,0,0,2.9344,0
ENSG00000173163,COMMD1,2.8821,0,7.1911,0,3.0939,1.9339,12.4277,13.2477,5.1906
ENSG00000173166,RAPH1,1.0452,0,1.0282,0,2.9002,1.0301,2.9752,0,0.9615
ENSG00000173171,MTX1,0.9626,0,7.036,0,7.0292,1.9543,50.1855,16.154,17.3746
ENSG00000173175,ADCY5,0,0,0,0,1.9367,0,0,1.0014,0
ENSG00000173193,PARP14,4.0983,0,2.9576,0,0,3.6805,3.9493,1.9503,1.9256
ENSG00000173198,CYSLTR1,0,1.4792,0.2086,0,0,0,0,2.0344,2.0729
ENSG00000173200,PARP15,0,0,0,0,0,0,0,0,0
ENSG00000173207,CKS1B,0,1.8988,9.2385,0.9843,47.4667,0.9669,46.9269,39.9746,12.4706
ENSG00000173208,ABCD2,0,0,0,0,0,0,0,0,0
ENSG00000173209,AHSA2,0,0,0.9948,1.0034,0,0,6.0025,5.9353,4.2529
ENSG00000173210,ABLIM3,0,0,0,0,0,0,0,0,0.9693
ENSG00000173212,MAB21L3,1.0298,0,4.0604,0,0,1.0202,0.9792,0.9815,0
ENSG00000173214,MFSD4B,1.1165,1.1685,1.5771,1.0953,0,1.7508,6.5369,0.9765,0.9651
ENSG00000173218,VANGL1,0,0,0,0,0,0,2.91,4.874,0
ENSG00000173221,GLRX,0.9848,1.9837,73.1459,3.9921,4.0414,0.9906,43.4278,27.116,120.4478
ENSG00000173226,IQCB1,1.0238,0,1.0278,0,9.8222,0,49.3889,4.9216,3.0414
ENSG00000173227,SYT12,0,1.0414,1.053,0,0,0,0,0,0
ENSG00000173230,GOLGB1,1.0288,7.1528,30.553,0,2.9176,2.0606,82.7611,35.2109,17.377
ENSG00000173237,C11orf86,0,0,26.0657,0,0,0,0,0,0
ENSG00000173239,LIPM,0,0,0,0,0,0,0,0,0
ENSG00000173250,GPR151,0,0,0.9887,0,0,0,0,0,0
ENSG00000173253,DMRT2,0,0,0,0,0,0,0,0,0
ENSG00000173258,ZNF483,0,0.9935,0,0,2.0178,0,1.9547,0,0
ENSG00000173261,PLAC8L1,0,0,0,0,0,0,0,0,0
ENSG00000173262,SLC2A14,0,0,0,0,2.0326,0,0,5.0561,0
ENSG00000173264,GPR137,0,0,0.9975,0,0,0,2.0003,0,0
ENSG00000173267,SNCG,0,0,1.0242,0,2.0637,0,1.0457,0,0
ENSG00000173269,MMRN2,0,0,0.9866,0,0,0,11.7021,0,0
ENSG00000173272,MZT2A,3.0253,1.0421,3.472,2.7057,7.2195,0,17.9138,29.4059,17.7268
ENSG00000173273,TNKS,0,0.9265,1.9683,0,0.9884,1.8165,16.9984,5.8979,0.9868
ENSG00000173275,ZNF449,0,0,0,0,0,0,2.9308,1.9597,0
ENSG00000173276,ZBTB21,1.042,0,0,1.0164,0,0,11.7293,0,2.8971
ENSG00000173281,PPP1R3B,4.0904,2.1695,4.9282,0,0.9836,1.0368,27.3635,8.874,6.0841
ENSG00000173285,OR10K1,0,0,0,0,0,0,0,0,0
ENSG00000173295,FAM86B3P,0,0,0,0,1.0016,0.9727,0,0.9984,0
ENSG00000173302,GPR148,0,0,0,0,0,0,0,0,0
ENSG00000173320,STOX2,0,0,0,0,0.9664,1.0304,2.9073,0,0
ENSG00000173327,MAP3K11,0,3.0924,2.9836,0,0.9755,0,5.9081,6.0684,3.071
ENSG00000173334,TRIB1,1.0325,0,34.5672,0,1.0016,1.0219,78.1945,21.6876,22.7293
ENSG00000173335,CST9,0,0,0,0,0,0,0,0,0
ENSG00000173338,KCNK7,0,0,0,0,0,0,0,0,0
ENSG00000173349,SFT2D3,0,0,1.0631,0,0.1227,0,1.0706,0,0.9709
ENSG00000173369,C1QB,10.6842,0.9473,0,0,0,5.8895,0,0,0
ENSG00000173372,C1QA,5.8737,1.9111,0,0,0,7.8287,0,0,0
ENSG00000173376,NDNF,0,0,0,0,0,0,0,1.9657,0
ENSG00000173389,IQCF1,0,0,0,0,0,0,0,0,0
ENSG00000173391,OLR1,0,0,0,0,0,0,0,0,0
ENSG00000173401,GLIPR1L1,0,0,0,0,0,0,0,0,0
ENSG00000173402,DAG1,0,0.9341,0.9857,0,3.9287,0,0,0.977,1.9317
ENSG00000173404,INSM1,0,0,0,0,0,0,0,0,0
ENSG00000173406,DAB1,0,0,13.0067,0.9868,0,0,0,1.0281,0
ENSG00000173409,ARV1,0,0,9.9965,0,2.009,0.9792,27.2352,4.0149,5.1124
ENSG00000173418,NAA20,1.9336,0,18.018,0.9851,9.1066,1.9518,82.179,29.1992,19.4276
ENSG00000173421,CCDC36,1.0024,3.8185,0,0,0,1.181,0.9978,0.995,0
ENSG00000173431,RNASE8,0,0,0,0,0,0,0,0,0
ENSG00000173432,SAA1,4.3463,26.7102,158.5053,8.8916,8.1098,3.8657,613.5205,5.7135,14.5671
ENSG00000173436,MINOS1,2.9642,1.8375,6.1349,3.0409,30.5918,0.9623,15.6984,20.945,23.888
ENSG00000173442,EHBP1L1,0,1.0226,2.9577,0,1.0199,0,2.9205,0,0
ENSG00000173451,THAP2,0,0,0,0,0,0,15.5779,0.9767,2.0077
ENSG00000173452,TMEM196,0,0,0,0,0,0,0,0,0
ENSG00000173456,RNF26,0,0,2.2168,0,11.7557,0,22.5785,5.5034,7.6394
ENSG00000173457,PPP1R14B,0,3.9001,7.0597,2.9076,12.2915,0,17.4318,25.3686,12.3563
ENSG00000173464,RNASE11,0,0,0,0,0,0,0,0,0
ENSG00000173465,SSSCA1,0,0,4.0933,0.9931,4.1279,0,25.0568,2.0587,5.2103
ENSG00000173467,AGR3,0,0,36.7474,0,0,0,0,2.05,8.3128
ENSG00000173473,SMARCC1,1.0335,0,4.9459,1.0139,12.7911,1.0226,7.814,12.713,10.7053
ENSG00000173480,ZNF417,0,0,0.9877,0,0,0,1.8923,0,0
ENSG00000173482,PTPRM,0,0,2.0064,1.0167,1.9427,0,59.733,7.8567,4.9362
ENSG00000173486,FKBP2,2.8537,0,4.1088,1.9764,5.1579,0,19.8864,9.2688,9.3812
ENSG00000173503,LTA,0,0,0,0,0,0,0,0,0
ENSG00000173511,VEGFB,0.9488,1.0005,0,0,0,0,1.0466,1.0296,1.0422
ENSG00000173517,PEAK1,1.0365,6.2159,3.9801,3.0386,0.966,4.2686,4.8522,0.9739,4.8954
ENSG00000173530,TNFRSF10D,0,0,4.939,1.0132,0.9756,1.0216,36.1787,43.1414,13.6051
ENSG00000173531,MST1,0,0.9346,19.8002,0.9858,0,0,2.0178,24.6985,2.0081
ENSG00000173535,TNFRSF10C,0,0,0,0,0,0,0,10.9169,5.1752
ENSG00000173540,GMPPB,1.003,0,12.9388,1.0012,1.9925,1.0027,18.1837,8.9523,3.9841
ENSG00000173542,MOB1B,1.0422,0,0.9849,1.0174,0.9687,0,1.9425,6.8299,0.9637
ENSG00000173545,ZNF622,1.0068,0,34.8298,0,1.9867,1.0052,53.7145,18.8619,14.8898
ENSG00000173546,CSPG4,0,0,0,0,0,0,0.9702,0,0.9625
ENSG00000173548,SNX33,0,0,0.9914,0,1.9465,1.0291,0,0.9751,0.982
ENSG00000173557,C2orf70,0,0,0,0,0,0,0,0,0
ENSG00000173559,NABP1,3.0543,4.3127,13.0059,4.0713,0.9755,6.1366,11.9193,3.9892,6.9514
ENSG00000173567,ADGRF3,0,0,0,0,0,0,0,0,0
ENSG00000173572,NLRP13,0,0,0,0,0,0,0,0,0
ENSG00000173575,CHD2,2.9029,1.8684,24.8126,0,3.0037,7.9539,65.8937,28.0186,22.8783
ENSG00000173578,XCR1,0,2.0799,0,0,0,0,0,0,0
ENSG00000173581,CCDC106,0,0,1.0212,0,0,0,2.028,0,0
ENSG00000173585,CCR9,0,0,1.9808,0,0,0,0,0,0
ENSG00000173588,CEP83,1.0176,0,0,0,0,0.9668,1.0346,2.9482,2.0256
ENSG00000173597,SULT1B1,0,3.2185,28.6227,0,1.0078,1.1832,1.1375,0,0
ENSG00000173598,NUDT4,2.0646,3.5103,25.6306,1.0155,5.8387,3.9344,53.7022,27.3603,29.0524
ENSG00000173599,PC,0,0.9291,3.0129,1.008,0.9739,0.9791,9.0325,0.997,6.4568
ENSG00000173610,UGT2A1,0,0,0,0,0,0,0,0,0
ENSG00000173611,SCAI,0,3.6171,0,0,0.9911,0,3.8742,3.9247,0.99
ENSG00000173612,GPRC6A,0,0,0,0,0.9838,0,0,0,0
ENSG00000173614,NMNAT1,0,4.0003,4.0214,2.0276,0,1.0396,8.4998,5.9273,1.0213
ENSG00000173621,LRFN4,0,0,0,0,2.9858,0,0,0,3.5164
ENSG00000173626,TRAPPC3L,0,0,1.9815,0,0,0,0,0,0
ENSG00000173627,APOBEC4,0,0,0,0,0,0,0,0,0
ENSG00000173638,SLC19A1,0,0,0,0,2.9911,0,4.0609,10.6952,3.8886
ENSG00000173641,HSPB7,0,0,0,0,0,0,2.0184,0,0
ENSG00000173653,RCE1,0.9684,0,12.9772,0,1.9981,0,36.1912,8.9894,2.0183
ENSG00000173660,UQCRH,2.851,1.8675,30.8125,3.9581,27.8375,3.8679,92.1766,65.9248,41.6439
ENSG00000173662,TAS1R1,0,0,0,0,0,0,0,0,0
ENSG00000173673,HES3,0,0,0,0,0,0,0,0,0
ENSG00000173674,EIF1AX,9.1473,2.0751,20.7184,1.015,7.1804,3.073,55.2503,28.6246,6.7959
ENSG00000173678,SPDYE2B,0,0,0.501,0,0,0,0,0,0
ENSG00000173679,OR1L1,0,0,0,0,0,0,0,0,0
ENSG00000173681,CXorf23,1.0194,0,0,0,0,0,4.9526,1.963,2.9581
ENSG00000173692,PSMD1,2.0455,1.0295,63.3081,0,24.4946,2.0313,52.9836,18.667,19.5348
ENSG00000173698,ADGRG2,0,5.2208,0,0,0,0,2.9233,0,0
ENSG00000173699,SPATA3,0,0,0,0,0,0,0,0,0
ENSG00000173702,MUC13,0,0,768.6316,0,0,0,0,2.0065,65.3799
ENSG00000173705,SUSD5,0,0,0,0,0,1.0256,0,0,0
ENSG00000173706,HEG1,0,0,0.9842,0,0,0,14.5769,0,0
ENSG00000173714,WFIKKN2,0,0,0,0,0,0,0,0,0
ENSG00000173715,C11orf80,0,1.1918,2.0241,0,1.0319,0,4.9381,0,2.9927
ENSG00000173726,TOMM20,2.0619,4.1316,11.9123,1.0128,9.7623,0,50.8892,39.2377,27.2318
ENSG00000173728,C1orf100,0,0,0,0,0,0,0,0,0
ENSG00000173744,AGFG1,1.9268,1.919,33.6659,1.0024,2.0633,1.0114,37.6039,13.8105,13.0227
ENSG00000173757,STAT5B,0,1.0395,5.9452,0,0,0,5.2333,2.9787,1.0304
ENSG00000173762,CD7,0,0,0,0,0,0,0.9956,0,0
ENSG00000173769,TOPAZ1,0,0,0,0,0,0,0,0,0
ENSG00000173786,CNP,0,2.0457,10.9135,0,3.9249,0,17.732,8.8594,17.7361
ENSG00000173801,JUP,1.0296,1.0317,93.0639,0,3.0191,0,13.714,17.7191,50.0596
ENSG00000173805,HAP1,0,3.266,0,0,0,2.1288,0,0,0
ENSG00000173809,TDRD12,0,1.0316,0,0,0,0,0,0,0
ENSG00000173811,CCDC13-AS1,0,0,0,0,0,0,0,0,0
ENSG00000173812,EIF1,24.3655,12.7415,169.631,8.8702,26.4613,12.9649,597.2371,259.3689,209.4902
ENSG00000173818,ENDOV,0,1.2827,0,0,0,0,11.8196,5.1316,6.0846
ENSG00000173821,RNF213,0,4.162,11.8161,2.0091,4.8233,5.3452,22.554,8.7647,2.9728
ENSG00000173825,TIGD3,0,0,0,0,0,0,0.9892,0,0
ENSG00000173826,KCNH6,0,2.0703,0.9951,0,0,0,0,0,0
ENSG00000173838,MARCH10,0,0,0,0,0,0,0.9787,0,0
ENSG00000173846,PLK3,0,4.5181,0,0,0.9821,0,4.9253,1.97,3.9291
ENSG00000173848,NET1,1.03,3.0962,41.5623,0.9888,4.9715,0,23.5211,28.5542,39.2797
ENSG00000173852,DPY19L1,0,0,0,0,0,0,12.6643,7.9973,7.8156
ENSG00000173868,PHOSPHO1,0,0,0,0,0,0,0,0,0
ENSG00000173875,ZNF791,1.0366,4.2522,1.9729,1.4719,3.9292,4.5843,42.8891,16.6305,10.6636
ENSG00000173889,PHC3,5.0329,2.9435,4.3414,0.9838,2.012,2.8776,23.3796,6.2419,2.0041
ENSG00000173890,GPR160,0,4.076,45.9009,1.0064,8.9446,0,0,16.8047,19.825
ENSG00000173894,CBX2,0,0,0,0,2.9165,0,0.9745,0,0
ENSG00000173898,SPTBN2,0,0,0,0,0,0,0.981,1.0211,0
ENSG00000173905,GOLIM4,1.0164,0,11.8668,1.0069,0,0,8.7775,3.935,0.9686
ENSG00000173908,KRT28,0,0,0,0,0,0,0,0,0
ENSG00000173914,RBM4B,0,1.01,5.9637,0,1.9851,0,16.9697,2.0724,4.0556
ENSG00000173915,USMG5,9.0479,3.6345,19.5088,1.0091,11.0859,3.8618,105.9201,50.1873,16.437
ENSG00000173917,HOXB2,0,1.0074,0,0,0,1.0022,4.9898,0,0
ENSG00000173918,C1QTNF1,1.0264,0,0,0,0,0,2.0309,0,0
ENSG00000173926,MARCH3,0,0,22.2529,0,0,0,35.862,0,3.9152
ENSG00000173928,SWSAP1,2.0127,4.1185,0.9953,1.0026,0,0,0.995,0.993,0
ENSG00000173930,SLCO4C1,0,0,3.9432,0,0.9708,0,0.9732,0.9772,0.9662
ENSG00000173933,RBM4,6.94,1.0114,33.1898,1.9711,9.9602,3.0025,97.7632,36.7471,36.7863
ENSG00000173947,PIFO,0,0,0,0,2.0003,0,0,8.9764,3.0455
ENSG00000173950,XXYLT1,0,0.9645,0,0,0.9857,0,4.0243,0.9875,0.9837
ENSG00000173960,UBXN2A,0,1.8689,4.9603,0,1.9878,1.4471,19.7784,4.0991,6.9962
ENSG00000173976,RAX2,0,0,0,0,0,0,0,0,0
ENSG00000173988,LRRC63,0,0,0,0,0,0,0,0,0
ENSG00000173991,TCAP,0,0,0,0,0,0,0,0,0
ENSG00000173992,CCS,0.9529,0,1.0178,0,7.1589,0,29.7621,12.036,3.0263
ENSG00000174004,NRROS,0,0,0,0,0,0,0,0,0
ENSG00000174007,CEP19,0,2.2921,1.04,0,0,0,7.8946,2.0116,0
ENSG00000174010,KLHL15,0,2.0837,0,0,0,0,13.6074,0.9762,2.8939
ENSG00000174013,FBXO45,0,1.0345,0.9875,0,5.8243,0,5.8634,3.0781,0.9711
ENSG00000174015,SPERT,0,0,0,0,0,0,0,0,0
ENSG00000174016,FAM46D,0,0,0,0,0,0,0,0,0
ENSG00000174021,GNG5,7.6482,10.3983,59.0557,3.9454,41.236,5.8028,199.1052,148.7871,139.3879
ENSG00000174032,SLC25A30,0,1.2031,0,0,0.9697,0,1.9551,0.9803,0
ENSG00000174038,C9orf131,0,0,0,0,0,0,0,0,0
ENSG00000174059,CD34,0,0,0,0,0,0,0,0,0
ENSG00000174080,CTSF,1.987,0,0,0,3.9491,2.0214,0,1.9811,0.9889
ENSG00000174099,MSRB3,0,0,0,1.0147,0,1.0239,2.0145,0,0
ENSG00000174106,LEMD3,0,0.9707,0,0,0,0,6.82,4.9238,1.935
ENSG00000174109,C16orf91,0.9662,0,2.0174,0,0,0,14.3521,3.045,6.1798
ENSG00000174123,TLR10,0,0,0,0,0,0,0,0,0
ENSG00000174125,TLR1,0,0,0,1.0108,0,0,0.9817,0,0.9766
ENSG00000174130,TLR6,0,0,0,0,0,0,0,0,0
ENSG00000174132,FAM174A,0,0.9994,2.0034,0,2.0138,0,22.1849,9.9974,9.0428
ENSG00000174136,RGMB,0,0,0,1.0065,2.9611,0,2.9651,6.9003,1.9643
ENSG00000174137,FAM53A,0,0,0,1.0067,0,0,0,0,0
ENSG00000174145,NWD2,0,0,0,0,0,0,0,0,0
